"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",0.002778000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",0.003158000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",0.002747000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","FR","France",0.011935620,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2018","UK","United Kingdom",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","DE","Germany",0.001204540,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","ES","Spain",0.004262660,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","EU27_21","EU (without UK)",0.002736000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","EU27_UK_21","EU (with UK until 2019)",0.002375000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","EUEEA30_21","EU/EEA (without UK)",0.002700000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",0.002348000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","FR","France",0.013374850,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2019","UK","United Kingdom",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","ES","Spain",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","EU27_21","EU (without UK)",0.005460000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","EU27_UK_21","EU (with UK until 2019)",0.005460000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","EUEEA30_21","EU/EEA (without UK)",0.005389000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",0.005389000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","FR","France",0.019266780,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","IT","Italy",0.018443530,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2020","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","ES","Spain",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","EU27_21","EU (without UK)",0.000684000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","EU27_UK_21","EU (with UK until 2019)",0.000684000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","EUEEA30_21","EU/EEA (without UK)",0.000675000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000675000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","FR","France",0.004429440,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","LI","Liechtenstein",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2021","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","ES","Spain",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","EU27_21","EU (without UK)",0.013680000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","EU27_UK_21","EU (with UK until 2019)",0.013680000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","EUEEA30_21","EU/EEA (without UK)",0.013500000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",0.013500000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","FR","France",0.088116460,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","LI","Liechtenstein",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2022","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","BG","Bulgaria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","ES","Spain",0.006238900,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","EU27_21","EU (without UK)",0.028875000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","EU27_UK_21","EU (with UK until 2019)",0.028875000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","EUEEA30_21","EU/EEA (without UK)",0.028498000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",0.028498000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","FR","France",0.064443170,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","IT","Italy",0.138989640,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","LI","Liechtenstein",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2023","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","BG","Bulgaria",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","CY","Cyprus",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","DE","Germany",0.001198230,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","ES","Spain",0.012340670,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","EU27_21","EU (without UK)",0.073306000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","EU27_UK_21","EU (with UK until 2019)",0.073306000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","EUEEA30_21","EU/EEA (without UK)",0.072341000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","EUEEAUK_21","EU/EEA (with UK until 2019)",0.072341000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","FR","France",0.121225640,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","HR","Croatia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","IT","Italy",0.403586630,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","LI","Liechtenstein",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","NL","Netherlands",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","NO","Norway",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","PT","Portugal",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Notification rate","N/100000","2024","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","ES","Spain",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","EU27_21","EU (without UK)",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","EU27_UK_21","EU (with UK until 2019)",4.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",4.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","FR","France",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2008","UK","United Kingdom",4.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","ES","Spain",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","EU27_21","EU (without UK)",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","FR","France",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2009","UK","United Kingdom",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","ES","Spain",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","EU27_21","EU (without UK)",2.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",2.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","FI","Finland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","FR","France",2.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","HU","Hungary",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","IE","Ireland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","IS","Iceland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","IT","Italy",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","LT","Lithuania",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","LU","Luxembourg",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","LV","Latvia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","MT","Malta",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","PL","Poland",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","RO","Romania",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","SE","Sweden",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","SI","Slovenia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","SK","Slovakia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2010","UK","United Kingdom",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","AT","Austria",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","BE","Belgium",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","CZ","Czechia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","DE","Germany",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","DK","Denmark",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","EE","Estonia",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","EL","Greece",0.000000000,""
"Dengue","Locally acquired cases","Reported cases","N","2011","ES","Spain",0.000000000,""
